Denumire Operator,Cod Fiscal,Localitate,Nr.Vehicule,Export data,Clase Transportator
TOP CONSTRUCT,R15147477,Suceava,18,2026.07,Operatori medii 1
IORGU. S.R.L.,R12008520,Tunari,19,2026.07,Operatori medii 1
INTEGRAL CHINCIU COMIMPEX,R6034053,Hunedoara,19,2026.07,Operatori medii 1
SILEX SRL,R3359263,Baia Mare,19,2026.07,Operatori medii 1
DOSA DANIEL VET SRL,R28269239,Somes Odorhei,21,2026.07,Operatori medii 1
CONSTRUCT SCUT SRL,R23940049,Oradea,21,2026.07,Operatori medii 1
RAGINOASA TRANSIMPEX SRL,R5841357,Margau,18,2026.07,Operatori medii 1
DOR AUTO TRANS SRL,R13524864,Bobota,19,2026.07,Operatori medii 1
3 G TRANS IMPEX SRL,R13140197,Craiova,20,2026.07,Operatori medii 1
TEAHA  TRANS  SRL,R26281597,Oradea,21,2026.07,Operatori medii 1
EUROCRISTRANS,R16607280,Soporul de Cimpie,24,2026.07,Operatori medii 1
LESCACI COM SRL,R6763303,Certeze,24,2026.07,Operatori medii 1
INTER-EXPRES SRL,R152246,Campulung,25,2026.07,Operatori medii 1
TRANSPED RC RAC SRL,R29064533,SIGHETU MARMATIEI,31,2026.07,Operatori medii 1
MC TRANS S.R.L.,R21050206,Targu Mures,38,2026.07,Operatori medii 1
SIMA SRL,R153225,Campulung,20,2026.07,Operatori medii 1
LAGOUDAKIS,R11818200,Baia Mare,21,2026.07,Operatori medii 1
EFO INTERTRANS SRL,R13292900,Eforie Nord,28,2026.07,Operatori medii 1
MIRUCAM EXPRES,R32296053,Rebra,38,2026.07,Operatori medii 1
L - TRANZIT IMPEX SRL,R15018901,Sibiu,21,2026.07,Operatori medii 1
TRANSEX SRL,R8087178,Zalau,22,2026.07,Operatori medii 1
PRIMATO IMPEX,R5460255,Oradea,23,2026.07,Operatori medii 1
TOP CARGO SRL,R22703605,POPESTI-LEORDENI,25,2026.07,Operatori medii 1
DAHM LOGISTIK SRL,R22322937,Bucuresti,13,2026.07,Operatori medii 1
VLADIGOR TRANS SRL,R21820895,Darabani,13,2026.07,Operatori medii 1
HORACE LOGISTIC SRL,R37113033,Cluj Napoca,13,2026.07,Operatori medii 1
SPEDITIONRID SRL,R44700642,Slatioara,16,2026.07,Operatori medii 1
MOLDOVA PORT CONTAINER SOCIETATE CU RASPUNDERE LIMITATA,R38496689,Valea Lupului,17,2026.07,Operatori medii 1
DAIO LOGISTIK LINE SRL,R33557556,Timisoara,18,2026.07,Operatori medii 1
FARLAN TRANS,R15776825,Frasin,18,2026.07,Operatori medii 1
M N IMPEX SRL,R3769174,Ramnicu Valcea,19,2026.07,Operatori medii 1
ALPHA CARGO EXPRES S.R.L.,R31991523,Radauti,20,2026.07,Operatori medii 1
BERTSCHI LOGISTIC SRL,R30089868,Ploiesti,24,2026.07,Operatori medii 1
TORSEN-SIM,R10103925,Radauti,28,2026.07,Operatori medii 1
TERRA TRANS T.T. RO SRL,R35001629,Iasi,31,2026.07,Operatori medii 1
EXPERT SOFTWARE COMPANY S.R.L.,R14916343,Oltenita,20,2026.07,Operatori medii 1
EUROALPIN SRL,R15919771,Diosig,21,2026.07,Operatori medii 1
EXTRA SPEDITION SRL,R19032755,Sibiu,24,2026.07,Operatori medii 1
METALE INTERNATIONAL SRL,R12671743,Focsani,24,2026.07,Operatori medii 1
STEHLMAN TRANS SRL,R18955604,Gura Humorului,27,2026.07,Operatori medii 1
ALI TRANS COM SRL,R8084783,Calarasi,30,2026.07,Operatori medii 1
GIRO SRL,R6698604,Alba Iulia,35,2026.07,Operatori medii 1
PANAKRPATHI LOGISITCS SRL,R36029814,Oradea,27,2026.07,Operatori medii 1
JILAVEANU TRASCOM SRL,R10696776,Afumati,29,2026.07,Operatori medii 1
CRISTMAR COM IMPEX,R4275276,Tarnaveni,26,2026.07,Operatori medii 1
ALDONA FOREST,R10523635,Bircea Mare,36,2026.07,Operatori medii 1
D.TRANS RO SRL,R22159300,Selimbar,13,2026.07,Operatori medii 1
STAER INTERNATIONAL SA,R2643282,Galati,14,2026.07,Operatori medii 1
TRIOMEGA GROUP SRL,R45451809,Lipovat,15,2026.07,Operatori medii 1
VILSPED TRANSPORT SRL,R13670487,Ramnicu Valcea,18,2026.07,Operatori medii 1
LANDIS IMPEX,R5722224,Oradea,19,2026.07,Operatori medii 1
NUMBER 1 TRANS & LOG,R27911810,Bacau,19,2026.07,Operatori medii 1
CSI LOGISTIC SRL,R32861750,Selimbar,20,2026.07,Operatori medii 1
AVANTI TRUCKING SRL,R32834624,Caracal,22,2026.07,Operatori medii 1
BLED TRANS,R14243549,Gataia,22,2026.07,Operatori medii 1
MATERIALE DE CONSTRUCTII MOBILA SI SERVICE BOTA SRL,R1769267,Ocna Mures,27,2026.07,Operatori medii 1
DOHOD CARGO SRL,R43287530,Iasi,27,2026.07,Operatori medii 1
KING COM TRANSS INTERNATIONAL SRL,R29567675,Volovat,29,2026.07,Operatori medii 1
TRADISA ROMANIA SRL,R25810479,Sibiu,36,2026.07,Operatori medii 1
T.G.I.E S.R.L,R97800,Oradea,36,2026.07,Operatori medii 1
WEST STOP,R3861412,Arad,14,2026.07,Operatori medii 1
NITU INTERNATIONAL SRL,R14454635,Aiud,15,2026.07,Operatori medii 1
THEODORA TRANSPORT RO SRL,R42750318,Iasi,15,2026.07,Operatori medii 1
OVI VALI SRL,R713640,Suceava,16,2026.07,Operatori medii 1
D & P LONGTRANS,R4470501,Arad,17,2026.07,Operatori medii 1
MERCUR INTERNATIONAL SRL,R14067434,Resita,17,2026.07,Operatori medii 1
CLDE MIS TRANS SRL,R30779043,Craiova,18,2026.07,Operatori medii 1
SALLOUM LOGISTIC SRL,R42697230,Curtici,18,2026.07,Operatori medii 1
COROAMA-TIETJEN.SRL,R13776730,Galanesti,18,2026.07,Operatori medii 1
TRANSLORA SRL,R29543404,Ramnicu Valcea,21,2026.07,Operatori medii 1
INSERT AUTO SERVICE SRL,R6865958,Pitesti,27,2026.07,Operatori medii 1
OXI-GAZ PROIECT SRL,R27961370,PICIOR DE MUNTE,31,2026.07,Operatori medii 1
GANAND IMPEX SRL,R12590819,Malaia,32,2026.07,Operatori medii 1
GEROM INTERTRANS S.R.L,R3875094,Blejoi,38,2026.07,Operatori medii 1
BANTUT SRL,R6418160,Medias,13,2026.07,Operatori medii 1
ALETRANS SRL,R16158245,Chiajna,13,2026.07,Operatori medii 1
RCB ELECTRO 97 SA,R7488031,Bistrita,13,2026.07,Operatori medii 1
GABI INTERNATIONAL TRANSPORT SRL,R13880179,Sebes,13,2026.07,Operatori medii 1
GREBTRANS SRL,R13620152,Sangeorgiu de Mures,15,2026.07,Operatori medii 1
COGETIL TRANSILVANIA SRL,R3591831,Medias,16,2026.07,Operatori medii 1
IANYS SRL,R3795475,Calarasi,17,2026.07,Operatori medii 1
ROYAL RETA TRANSPORT SRL,R36295131,Cuca,17,2026.07,Operatori medii 1
MEGA DAVID TRANSPORT SRL,R37102689,Lipovat,23,2026.07,Operatori medii 1
COLCEAR LOGISTICS GROUP SRL,R7212299,zavoi,25,2026.07,Operatori medii 1
PROFESIONAL TRANS SRL,R6681157,Targoviste,27,2026.07,Operatori medii 1
SZABOTRANS SRL,R21203989,Zerind,30,2026.07,Operatori medii 1
SC.IULIAN LIPA TRANS.SRL,R30291173,Baia Mare,31,2026.07,Operatori medii 1
SPEEDARG NATIR SRL,R39014141,Pitesti,13,2026.07,Operatori medii 1
LUPTRANS SRL,R949421,Andriesesti,13,2026.07,Operatori medii 1
MONDO TRANS,R8398514,Arad,13,2026.07,Operatori medii 1
BUSINESSFAN SRL,R27179243,Sadova,14,2026.07,Operatori medii 1
PORTOSTRANS SRL,R10747110,Rona de Sus,18,2026.07,Operatori medii 1
FAMIRO TRANS SRL,R193602,Campulung,18,2026.07,Operatori medii 1
COM DIVERS LAZAR JR,R28267041,Bascov,19,2026.07,Operatori medii 1
TRANSSAMI SRL,R18236862,Suceava,24,2026.07,Operatori medii 1
POP DEPOZIT LOGISTICA SRL,R25700425,Craiova,25,2026.07,Operatori medii 1
NATALE IMPEX SRL,R4883087,Oradea,13,2026.07,Operatori medii 1
ELISA PAN SRL,R2508723,Faget,13,2026.07,Operatori medii 1
ARI&ERI LOGISTICS SRL,R35033612,Vaslui,14,2026.07,Operatori medii 1
NEPO SRL,R23821013,Targoviste,14,2026.07,Operatori medii 1
PARITRANS SRL,R6657108,Targoviste,14,2026.07,Operatori medii 1
PEDRO ALIN,R16343633,Milisauti,14,2026.07,Operatori medii 1
GB LOGISTICS SRL,R27244856,Galati,24,2026.07,Operatori medii 1
RUSU MARIN SRL,R892783,Tartasesti,28,2026.07,Operatori medii 1
LARIFARM TRANSPORT & EXPEDITII SRL,R27098602,Arad,30,2026.07,Operatori medii 1
LAZAR TRANS SRL,R21634523,Casin,38,2026.07,Operatori medii 1
TIESSE TRANS,R18313639,Sambateni,14,2026.07,Operatori medii 1
SELESI TRANS SRL,R14998327,Oradea,16,2026.07,Operatori medii 1
HERMANO TRANS S.R.L.,R26140342,remeti,18,2026.07,Operatori medii 1
AMICII WEST PLAST 2003 SRL,R16012850,Pitesti,18,2026.07,Operatori medii 1
EURO ACTIV,R677289,Zalau,18,2026.07,Operatori medii 1
EXPERT CLASS SRL,R17888396,Sibiu,22,2026.07,Operatori medii 1
OLDIES SRL,R10329435,Satu Mare,23,2026.07,Operatori medii 1
FRIKUS ROMANIA SRL,R42008115,Curtici,28,2026.07,Operatori medii 1
GKF FASTLIONS SRL,R39588446,IZVORU ANESTILOR,30,2026.07,Operatori medii 1
TRANS PRIMA SRL,R5531011,Alba Iulia,32,2026.07,Operatori medii 1
TUTU TRANS SRL,R12783585,Targu Mures,33,2026.07,Operatori medii 1
MIU ROBERT TRANS SRL,R17067706,Targoviste,13,2026.07,Operatori medii 1
EMISER LOGISTIC SRL,R34297713,TAUTII-MAGHERAUS,15,2026.07,Operatori medii 1
CIPLEU DANIEL,R19228523,Oradea,15,2026.07,Operatori medii 1
BEST BRO GROUP SRL,R37128409,Dranceni,16,2026.07,Operatori medii 1
SOSAN,R18802414,Suciu de Sus,16,2026.07,Operatori medii 1
EAST SERVICE SEBES SRL,R6047509,Sebes,20,2026.07,Operatori medii 1
POLSINO TRANS SRL,R6117604,Seini,21,2026.07,Operatori medii 1
EXCELENT TRANS S.R.L.,R18413212,Aiud,23,2026.07,Operatori medii 1
AUTO IMPEX TC SRL,R3506097,Sibiu,23,2026.07,Operatori medii 1
VOLANUL DE AUR SRL,R6073583,Oradea,26,2026.07,Operatori medii 1
CEDY LIQUIDS LOGISTICS SRL,R36682065,Craiova,35,2026.07,Operatori medii 1
TRANS TUR ARDELEAN SRL,R12118779,Baia Mare,13,2026.07,Operatori medii 1
EURO VASILAS SRL,R28443024,Suceava,14,2026.07,Operatori medii 1
LA STAMPA SRL,R14669855,Sperieteni,15,2026.07,Operatori medii 1
NICODENISS TRANS SRL,R6564742,Albesti,17,2026.07,Operatori medii 1
LABIRINT COM,R3776414,Fratautii Vechi,17,2026.07,Operatori medii 1
BEBE TOUR S.R.L.,R14723520,Cojocna,17,2026.07,Operatori medii 1
COSMOCRIS COM SRL,R5488477,Targoviste,18,2026.07,Operatori medii 1
PREMIUM PORC FEED S.R.L.,R22386248,Golesti,18,2026.07,Operatori medii 1
DML SOLUTIONS SRL,R22493376,Sacalaz,13,2026.07,Operatori medii 1
ROBYSSAB S.R.L.,R26063010,Suceava,13,2026.07,Operatori medii 1
REALIZAREA TRANS,R10092613,Suceava,13,2026.07,Operatori medii 1
G & CO EURO SPEDITION TOP S.R.L,R27960243,Poiana Lacului,13,2026.07,Operatori medii 1
SIVINTRAVEL S.R.L.,R29567993,Gorban,13,2026.07,Operatori medii 1
MALITRANS EUROPE SRL,R33127745,Veresti,13,2026.07,Operatori medii 1
CORANIU SPEED CMI SRL,R30301439,Pitesti,13,2026.07,Operatori medii 1
FORNACAR SRL,R25167781,Bucuresti,13,2026.07,Operatori medii 1
NICO-GYN-CIPRIAN SRL,R35271924,Bals,13,2026.07,Operatori medii 1
AXO LOGISTIC SOLUTION,R44580325,Iasi,14,2026.07,Operatori medii 1
LIDIANA L & V SRL,R14345689,Gherta Mare,14,2026.07,Operatori medii 1
SEMA LOGISTIC.RO SRL,R39899817,Selimbar,14,2026.07,Operatori medii 1
LE BARON SRL,R18771466,Bucuresti,14,2026.07,Operatori medii 1
VP AUTOTIR SRL,R40290132,Bucuresti,14,2026.07,Operatori medii 1
OMEGA EXPRESS MMP SRL,R46090257,Bradu,14,2026.07,Operatori medii 1
EASTSHIP – MS WIND LOGISTICS S.R.L.,R47162173,Constanta,14,2026.07,Operatori medii 1
OST MOTION SRL,R27699424,Vladimirescu,14,2026.07,Operatori medii 1
NIANAR SRL,R30208012,Valea Lupului,15,2026.07,Operatori medii 1
WAY FARER TRANS SRL,R18237000,Radauti,15,2026.07,Operatori medii 1
PREDIFANTUS TRANS SRL,R26932377,Curtea de Arges,15,2026.07,Operatori medii 1
TNT ROMANIA S,R1592989,Bucuresti,15,2026.07,Operatori medii 1
WALTER SRL,R11685724,Petresti,16,2026.07,Operatori medii 1
TORNADO TRUCKS SRL,R36911550,Mescreac,16,2026.07,Operatori medii 1
OKT TRANSPORT SRL,R25627707,Sibiu,17,2026.07,Operatori medii 1
ETIFATRANS SRL,R8919396,Brasov,17,2026.07,Operatori medii 1
FIRST TRANS CPM,R29535738,Buzau,17,2026.07,Operatori medii 1
RIA CLASS EXCLUSIV SRL,R22348481,Pitesti,18,2026.07,Operatori medii 1
BEYLIK TRANSPORT SRL,R34183530,Pitesti,18,2026.07,Operatori medii 1
PRIMATIR S.R.L.,R27379136,Iasi,18,2026.07,Operatori medii 1
ALIN S SPEEDLOG TRANSPORT SRL,R34062687,Drobeta Turnu Severin,19,2026.07,Operatori medii 1
COBAN BOLTAS SRL,R35044514,Chitila,19,2026.07,Operatori medii 1
TRANSFABI LOG SRL,R22366003,Targu Mures,19,2026.07,Operatori medii 1
UNIOIL SRL,R25889490,410559 ORADEA,19,2026.07,Operatori medii 1
GUVEN ASFALT SRL,R46780648,Floresti,20,2026.07,Operatori medii 1
ANDOR DRIVE GROUP SRL,R36645709,Iasi,20,2026.07,Operatori medii 1
TGL RO TRANSPORT SRL,R49253251,Ghimbav,20,2026.07,Operatori medii 1
BOB TRUCKS SRL,R48363540,Cluj Napoca,20,2026.07,Operatori medii 1
AULEX COM,R17575445,Moreni,20,2026.07,Operatori medii 1
CESPED ROMANIA SA,R13301951,Cluj Napoca,21,2026.07,Operatori medii 1
TRANSALEX,R1677848,Arad,21,2026.07,Operatori medii 1
ETA TRUCKLOGISTIC SRL,R40290205,Bucuresti,22,2026.07,Operatori medii 1
ANDRION PAVTRANS SRL,R28133767,CORBENI,22,2026.07,Operatori medii 1
VAN-VALINA TRANS SRL,R23699723,Vaslui,22,2026.07,Operatori medii 1
SC PAK-ONE TRANSPORT SRL,R42004571,Vanatori,23,2026.07,Operatori medii 1
FOCUS TRANS AUTO SRL,R17545274,Pitesti,23,2026.07,Operatori medii 1
MIRINEC SRL,R16024707,Bosanci,24,2026.07,Operatori medii 1
GENPRIMTRANS SRL,R43486630,Iasi,24,2026.07,Operatori medii 1
JCL LOGISTICS ROMANIA,R28837908,Introduce?i o localitate...,24,2026.07,Operatori medii 1
ALEXTRANS SRL,R14428156,Ogra,24,2026.07,Operatori medii 1
INTERCOMBI DANUBE SRL,R22803515,Bucuresti,25,2026.07,Operatori medii 1
FULGER  SPEED TRANS SRL,R30451169,Bucuresti,25,2026.07,Operatori medii 1
INTERTRANS CONTINENTAL SRL,R17778156,Pitesti,25,2026.07,Operatori medii 1
RO-SARGU TRANS SRL,R34915350,Vaslui,26,2026.07,Operatori medii 1
CSKLOGISTICS SRL,R33483483,Iasi,27,2026.07,Operatori medii 1
LUBBERS ROMANIA SRL,R26390799,Aricestii Rahtivani,27,2026.07,Operatori medii 1
BITUM TRUCK SRL,R28577123,Bucuresti,29,2026.07,Operatori medii 1
TUR TRANSIT INTERNATIONAL TRANSPORT,R27868094,Bucuresti,30,2026.07,Operatori medii 1
MS SPECIAL PROJECTS TRANSPORTS SRL,R15201606,Cristesti,30,2026.07,Operatori medii 1
F.LLI CANIL.RO TRANSPORT SRL,R39166425,Bradu,30,2026.07,Operatori medii 1
MDE TRANS SRL,R32238788,Iasi,31,2026.07,Operatori medii 1
AMY EUROTRUCKS SRL,R43991217,"Sat Miroslava,Comuna Miroslava",32,2026.07,Operatori medii 1
TRANSAF LOGISTICS SRL,R30277551,Iasi,35,2026.07,Operatori medii 1
VER-ANATOL TRANS SRL,R27333309,Iasi,35,2026.07,Operatori medii 1
M.M.M. TRANS COMPANY SRL,R18556450,Arad,35,2026.07,Operatori medii 1
AGUAVIVA SRL,R29195318,Beclean,36,2026.07,Operatori medii 1
FRA EXPRESS SRL,R35205726,Alba Iulia,37,2026.07,Operatori medii 1
JAN DE LELY TRANSPORT SRL,R30042601,Chislaz,38,2026.07,Operatori medii 1
FELBERMAYR ROMANIA S.R.L.,R18265450,Dragomiresti Vale,39,2026.07,Operatori medii 1
AUTOTRANSPORT GOLO PIERGIORGIO,R18481179,Rosiori,51,2026.07,Operatori medii 2
SYLC CON TRANS SRL,R16356935,Arad,40,2026.07,Operatori medii 2
SEIF ROAD LOGISTIC SRL,R28576683,Pitesti,48,2026.07,Operatori medii 2
GALDUM IMPORT EXPORT SRL,R1327680,Mizil,49,2026.07,Operatori medii 2
RAVY PREST SRL,R17946993,Sibiu,62,2026.07,Operatori medii 2
T.L.I. ROUTIER SRL,R26254460,Craiova,50,2026.07,Operatori medii 2
MALIZIA LORRY SRL,R3976668,Faget,40,2026.07,Operatori medii 2
DRUMURI MUNICIPALE S.A.,R3286536,Timisoara,48,2026.07,Operatori medii 2
FILADELFIA SRL,R3937650,Sintereag,42,2026.07,Operatori medii 2
LAGERMAX AUTOTRANSPORT,R9449810,Curtici,115,2026.07,Operatori mari
VICONEX-TRANS SRL,R23068404,Bacau,49,2026.07,Operatori medii 2
ROM VEGA TRADING SRL,R6494930,Bradu,53,2026.07,Operatori medii 2
CARGO TRANS SRL,R19220295,Cisnadie,54,2026.07,Operatori medii 2
WHEELS SPEDITION SRL,R13607994,Pitesti,57,2026.07,Operatori medii 2
HORVATH&VANCSA TRANS SRL,R11213594,Sfantu Gheorghe,77,2026.07,Operatori medii 2
MUNTO EXPRESS SRL,R28223622,Bacau,47,2026.07,Operatori medii 2
CATY TRANS INTERNATIONAL SPED SRL,R32482773,COMUNA BASCOV,85,2026.07,Operatori medii 2
COMPACT LACOLI,R136917,Pitesti,59,2026.07,Operatori medii 2
BOLINTIS AGRO,R32173859,Daia,44,2026.07,Operatori medii 2
GAMA & GAMA SRL,R6851669,CULCIU MARE,58,2026.07,Operatori medii 2
NOANE HOCMAN COMPANY SRL,R18226206,HIDISELUL DE SUS,41,2026.07,Operatori medii 2
HOLLEMAN SPECIAL TRANSPORT & PROJECT CARGO SRL,R22941739,Bucuresti,79,2026.07,Operatori medii 2
PETRALUPS PROD SRL,R6838694,Vistea de Sus,43,2026.07,Operatori medii 2
ALCONOR COMPANY SRL,R12381480,Carei,67,2026.07,Operatori medii 2
OST TRANSPORT,R5183383,Vladimirescu,48,2026.07,Operatori medii 2
TRANSCOM SRL,R5681094,Filipestii de Targ,121,2026.07,Operatori mari
ALEXNEL SRL,R9144964,Dragalina,58,2026.07,Operatori medii 2
DAMILA SRL,R2552702,Maciuca,75,2026.07,Operatori medii 2
IUBI EXIM SRL,R7591494,Stei,125,2026.07,Operatori mari
TRANSILVANIA AUTOSERVICE,R24181893,Ineu,63,2026.07,Operatori medii 2
TOTAL TRANS S.R.L.,R5136012,Ploiesti,64,2026.07,Operatori medii 2
ALEX INTERNATIONAL TRANSPORT 94 SRL,R5635489,Bucuresti,40,2026.07,Operatori medii 2
EDIGO TRANS,R23117280,Boldesti Scaieni,43,2026.07,Operatori medii 2
TRUCK SUPPLY EUROPE SRL,R29236418,Ploiesti,85,2026.07,Operatori medii 2
ADRIAN TRANS SRL,R11797914,Muntenii de Jos,72,2026.07,Operatori medii 2
TIR COM JUNIOR 2019 S.R.L,R41357087,Co?e?ti,41,2026.07,Operatori medii 2
DIMAR SRL,R5157538,Bucuresti,39,2026.07,Operatori medii 1
BON-TRANS,R2725005,Marghita,111,2026.07,Operatori mari
APOGEUS COM SRL,R7326374,Braila,51,2026.07,Operatori medii 2
WIM BOSMAN SRL,R2698644,Ploiesti,48,2026.07,Operatori medii 2
LAMUREAN TRANS SRL,R16943352,Bogata,85,2026.07,Operatori medii 2
TRANS RUBY,R17279520,Milisauti,50,2026.07,Operatori medii 2
CHESCA SPEDITION,R35468749,Galati,77,2026.07,Operatori medii 2
MODERN TRADING,R6277826,Arad,75,2026.07,Operatori medii 2
RAD-TRANS SRL,R6617219,Bacau,45,2026.07,Operatori medii 2
PRACTIC OIL SRL,R29008746,Hereclean,49,2026.07,Operatori medii 2
SELCAR INTERNATIONAL SRL,R15192605,Bucuresti,46,2026.07,Operatori medii 2
VECTRA LOGISTIC SRL,R22842786,Brasov,65,2026.07,Operatori medii 2
GRIGORIU-P SRL,R2224853,Oncesti,42,2026.07,Operatori medii 2
GLENCORA IMPEX SRL,R5113280,Bacau,52,2026.07,Operatori medii 2
AUTOCRISANA SA,R67051,Oradea,64,2026.07,Operatori medii 2
ALDESTAR TOP TRANSPORT SRL,R29895222,Mioveni,61,2026.07,Operatori medii 2
LANCETTI TRANSPORT SRL,R17792550,Oradea,119,2026.07,Operatori mari
TITANIC GRUP SRL,R6748290,Pitesti,108,2026.07,Operatori mari
GAIA INTERNATIONAL TRANSPORT SRL,R21147900,Pitesti,64,2026.07,Operatori medii 2
VECTRA INTERNATIONAL SRL,R7184520,Zarnesti,127,2026.07,Operatori mari
BENETON SERV SRL,R7083240,Bezdead,41,2026.07,Operatori medii 2
A&S TURISM CONSTRUCT SRL,R22204419,Baia de Fier,72,2026.07,Operatori medii 2
SIMER IMPEX SRL,R10157461,SINTIOANA,74,2026.07,Operatori medii 2
DELTRANS GRUP & RO SRL,R24158238,Gorban,44,2026.07,Operatori medii 2
CAPITALY TAXI,R17202705,Sfantu Gheorghe,48,2026.07,Operatori medii 2
SAAN FBN ROMANIA S.R.L.,R45394185,Cluj-Napoca,40,2026.07,Operatori medii 2
CAT`YN C&S TRANS SRL,R30459510,DROBETA TURNU-SEVERIN,42,2026.07,Operatori medii 2
COMILGA SRL,R10823667,Iaslovat,55,2026.07,Operatori medii 2
BIPMOBILE SRL,R14955377,Timisoara,81,2026.07,Operatori medii 2
OPREAN SRL,R4997340,Sebes,95,2026.07,Operatori medii 2
TAUROS,R11710402,Semlac,39,2026.07,Operatori medii 1
INTERMED & SERV COMPUTERS SRL,R19685215,Pitesti,64,2026.07,Operatori medii 2
OVT LOGISTICZENTRUM S.R.L,R14875839,Dumbravita,74,2026.07,Operatori medii 2
MISTIO IMPEX SRL,R5797936,Filipestii de Padure,67,2026.07,Operatori medii 2
CORNETRANS SRL,R26940930,Suceava,39,2026.07,Operatori medii 1
CEREALCOM DOLJ S.A,R9646278,Craiova,42,2026.07,Operatori medii 2
DAN EUROTRANS,R1684756,Arad,46,2026.07,Operatori medii 2
RIWO TRANSPORT,R14048734,Apahida,58,2026.07,Operatori medii 2
TRANS ZAMFIR,R16637256,Bosanci,43,2026.07,Operatori medii 2
TRANS AVRAM SRL,R12924048,Sebes,56,2026.07,Operatori medii 2
SCAN TIM SRL,R19408389,Timisoara,60,2026.07,Operatori medii 2
ISTRATE COM SRL,R10704330,Sibiu,45,2026.07,Operatori medii 2
ICIRUAL 2003 SRL,R15374348,Arad,54,2026.07,Operatori medii 2
EXPOLORRY TRANS SRL,R36778900,Barlad,55,2026.07,Operatori medii 2
MEDART LOGISTICS,R27862946,Galati,117,2026.07,Operatori mari
NVA TIRCOMPANY,R36048514,Iasi,64,2026.07,Operatori medii 2
TRANS ORZA SRL,R9479676,Sighetul Marmatiei,41,2026.07,Operatori medii 2
TEUER INTL SRL,R15709346,Santana de Mures,66,2026.07,Operatori medii 2
TRANSPORT AUTO PLOIESTI 1 SA,R1354650,Ploiesti,53,2026.07,Operatori medii 2
BLACK SEA SUPPLIERS,R8877045,Constanta,41,2026.07,Operatori medii 2
TRANS PINK INTERNATIONAL SRL,R10904788,Satu Mare,51,2026.07,Operatori medii 2
GIORGIO TRANS SRL,R643243,Satu Mare,69,2026.07,Operatori medii 2
AC MOBILE,R15909492,SPATARESTI,39,2026.07,Operatori medii 1
SPEED LINE TRUCK SERVICE SRL,R37614182,Arad,97,2026.07,Operatori medii 2
ALFA CAR SRL,R5075179,Galati,51,2026.07,Operatori medii 2
DUMAGAS TRANSPORT SA,R16020497,Podari,92,2026.07,Operatori medii 2
NELCO,R9892795,Arad,58,2026.07,Operatori medii 2
ATLAS TRANSLOGISTICS SRL,R18548031,Constanta,39,2026.07,Operatori medii 1
ATLAS TOUR SRL,R17807448,Mihai Viteazu,45,2026.07,Operatori medii 2
CRICTRANS SRL,R13326271,Oradea,45,2026.07,Operatori medii 2
KSC TRANSPORT SRL,R7697909,Oradea,96,2026.07,Operatori medii 2
BIGRITRANS SRL,R25849525,Iasi,72,2026.07,Operatori medii 2
GRUBER LOGISTICS SRL,R31257455,Oradea,80,2026.07,Operatori medii 2
CERES PAN SRL,R12805209,Jibou,47,2026.07,Operatori medii 2
CDC TRANSPORT INNOVATIONS S.R.L.,R27345729,Pecica,75,2026.07,Operatori medii 2
TRANS-AUTORO SRL,R14315661,Ramnicu Valcea,41,2026.07,Operatori medii 2
GEO SPED SRL,R14422110,Satu Mare,63,2026.07,Operatori medii 2
VIATOR & VEKTOR RO SRL,R16081303,Mioveni,101,2026.07,Operatori mari
DEVEGA,R26244980,Oradea,55,2026.07,Operatori medii 2
SC SILORENT TCS SRL,R18763870,TANCABEST,60,2026.07,Operatori medii 2
C&A FRACHT TRANSPORT LOGISTIK,R29190140,Giurgiu,86,2026.07,Operatori medii 2
TRANSOLUT S.R.L,R17039412,Oradea,90,2026.07,Operatori medii 2
DE GIROLAMI INTERNATIONAL TRANSPORT S.R.L.,R28980206,Arad,39,2026.07,Operatori medii 1
MVT LOGISTIK,R14478022,Chisoda,103,2026.07,Operatori mari
HAGERO SRL,R6794792,Sarbi,86,2026.07,Operatori medii 2
SORCANI SRL,R4846615,Sibiu,105,2026.07,Operatori mari
EU RO SPEED,R5752330,Arad,58,2026.07,Operatori medii 2
STINAV SRL.,R28456962,Roscani,68,2026.07,Operatori medii 2
CRAISS TRANSPORT SRL,R30228958,Sibiu,79,2026.07,Operatori medii 2
ARAISA GROUP SRL,R21730059,Suceava,95,2026.07,Operatori medii 2
CARTRANS PREDA S.R.L.,R6000034,Ploiesti,101,2026.07,Operatori mari
BOGLAVIS TRANS SRL,R12391603,Oradea,54,2026.07,Operatori medii 2
POLACH LOGISTICS&TRANSPORT SRL,R33238832,Arad,86,2026.07,Operatori medii 2
SABIKO-IMPEX,R5614141,Timisoara,82,2026.07,Operatori medii 2
MAN TRANSPORT SERVICE SRL,R14064799,Ocna Mures,42,2026.07,Operatori medii 2
SVEND E. SOERENSEN SRL,R34411400,Bistrita,69,2026.07,Operatori medii 2
TRANSCONDOR SA,R11168477,Arad,72,2026.07,Operatori medii 2
AGRICOLA INTERNATIONAL SA,R2816014,Bacau,70,2026.07,Operatori medii 2
P&G KRAFT SPEDITION SRL,R17737032,Pitesti,66,2026.07,Operatori medii 2
AYRTON TRANS,R13819873,Vladimirescu,102,2026.07,Operatori mari
SEMIRAMIS SRL,R146651,Pitesti,51,2026.07,Operatori medii 2
MAVROS CONSULT SRL,R18951920,Seitin,89,2026.07,Operatori medii 2
